"site","treatment","n.trt","s.trt","tag.id","nrcs.code","myc.status","soil.no3n.norm","soil.nh4n.norm","soil.n.norm","mineral.pH","leaf.n","marea","narea","leaf.temp","a400","gsw","vcmax25","jmax25","jmax.vcmax","chi","pnue","vcmax.chi","narea.chi","pnue.chi","narea.gs","vcmax.gs","pnue.gs"
"MP1","NO3","n.added","no.s","1118","ACSA3","AM",1.716827237,0.806132147,2.522959384,4.855,2.55,41.13895726,1.04904341,28.27674194,3.359637905,0.039922338,39.77638477,79.97634691,2.010648966,0.840612651,44.83601938,47.31832756,1.247951014,53.3373121694786,26.2771035604177,996.344071081208,1123.08100242025
"MP1","NO3","n.added","no.s","1123","FAGR","EcM",1.716827237,0.806132147,2.522959384,4.855,2.84,30.5305861,0.867068645,28.03935608,3.006180172,0.035985629,28.90238243,55.68982503,1.926824723,0.809334318,48.53885865,35.71130225,1.071335573,59.9738051018862,24.0948586726107,803.164575225293,1348.8400786325
"MP1","NO3","n.added","no.s","1139","ACSA3","AM",1.716827237,0.806132147,2.522959384,4.855,2.4,34.89571558,0.837497174,27.24538351,3.106254726,0.062627114,25.62903398,58.77096193,2.293139959,0.693468683,51.92562736,36.95773813,1.207692855,74.878114373335,13.372756949969,409.232237334136,829.123745986443
"MP1","NO3","n.added","no.s","1142","ACSA3","AM",1.716827237,0.806132147,2.522959384,4.855,2.81,35.94745366,1.010123448,28.3398,2.978720772,0.042666063,31.42810482,56.07134774,1.784114825,0.810267373,41.28415284,38.78732607,1.246654476,50.9512714144544,23.675103278219,736.606628551596,967.611022371574
"MP1","NO3","n.added","no.s","1148","QURU","EcM",1.716827237,0.806132147,2.522959384,4.855,2.67,56.96891227,1.521069958,28.50727841,4.446048688,0.043551886,43.51765642,82.78033158,1.902224026,0.77530409,40.9216429,56.12979088,1.961901115,52.78140980786,34.9254670165145,999.214050569475,939.606677423798
"MP1","NO3","n.added","no.s","1150","FAGR","EcM",1.716827237,0.806132147,2.522959384,4.855,2.45,32.54956438,0.797464327,28.33276962,2.498721627,0.033634061,31.61014779,58.95670097,1.865119435,0.869595325,43.86666786,36.35041138,0.917052225,50.4449214466511,23.7100220220211,939.825487918334,1304.23346321457
"MP1","NO3","n.added","no.s","1154","ACSA3","AM",1.716827237,0.806132147,2.522959384,4.855,2.29,31.82676636,0.72883295,26.07550025,3.942699254,0.059116464,26.77322008,53.81249032,2.009937175,0.870530867,75.73448702,30.75504969,0.837228152,86.9980489962339,12.3287642846839,452.889402857383,1281.10651239222
"MP1","NO3","n.added","no.s","1155","ACSA3","AM",1.716827237,0.806132147,2.522959384,4.855,2.87,27.60281671,0.79220084,28.75773988,1.595852133,0.017519866,29.837615,55.55780982,1.862005721,0.830804343,28.2023557,35.91412979,0.953534784,33.9458452975372,45.2172887623684,1703.07324268348,1609.73581076476
"MP1","NO3","n.added","no.s","1157","FAGR","EcM",1.716827237,0.806132147,2.522959384,4.855,3.39,23.47372934,0.795759425,27.72061489,3.664266323,0.072082987,22.79655456,46.86579375,2.055827938,0.891590795,64.46637881,25.56840501,0.89251642,72.3048949938968,11.039490150429,316.254299506207,894.335563674685
"MP1","S","no.n","s.added","1074","ACSA3","AM",0.554612655,1.863796848,2.418409504,4.15,2.05,48.83830039,1.001185158,26.61152128,1.942975534,0.01965522,28.77853445,55.66783971,1.934352836,0.732954449,27.16945738,39.2637421,1.365958225,37.0684118461501,50.93736717269,1464.16750613832,1382.30237972406
"MP1","S","no.n","s.added","1075","FAGR","EcM",0.554612655,1.863796848,2.418409504,4.15,2.28,81.47878935,1.857716397,27.14346103,6.260978389,0.06249255,53.35942621,109.316048,2.048673605,0.698110484,47.18357311,76.43407085,2.661063599,67.5875440799139,29.7270058110927,853.852598589752,755.027168998545
"MP1","S","no.n","s.added","1079","ACSA3","AM",0.554612655,1.863796848,2.418409504,4.15,1.79,54.25685976,0.97119779,26.60701042,5.433500714,0.068940971,28.43281365,33.98872052,1.195404751,0.746907101,78.32494144,38.06740305,1.300292618,104.865707308358,14.0873819430249,412.422587578582,1136.11601786114
"MP1","S","no.n","s.added","1080","TIAM","AM",0.554612655,1.863796848,2.418409504,4.15,2.91,72.52033996,2.110341893,24.78965487,7.334005693,0.097442125,55.35690507,113.6776498,2.05354056,0.676302316,48.65376556,81.85230742,3.120412046,71.9408530903212,21.6573878391917,568.100347462661,499.309365020519
"MP1","S","no.n","s.added","1089","FAGR","EcM",0.554612655,1.863796848,2.418409504,4.15,1.94,88.94039735,1.725443709,27.25151333,3.161226169,0.026563048,46.1288768,84.81375753,1.838626115,0.617941696,25.64973064,74.64923806,2.792243538,41.5083345338781,64.956540717767,1736.58071167134,965.616996965107
"MP1","S","no.n","s.added","1092","ACRU","AM",0.554612655,1.863796848,2.418409504,4.15,1.68,69.78574552,1.172400525,27.241942,0.090445425,0.011597844,9.815296557,27.65814674,2.817861547,0.687435768,1.080037004,14.27812897,1.705469192,1.57110970111756,101.087799163362,846.303550642688,93.1239464852261
"MP1","S","no.n","s.added","1101","FAGR","EcM",0.554612655,1.863796848,2.418409504,4.15,2.21,62.34127352,1.377742145,26.54029103,4.864421331,0.054279754,40.08734128,85.18285552,2.124931532,0.703681906,49.43007579,56.96798644,1.957904748,70.2449151648358,25.3822474029635,738.532110517671,910.654012728208
"MP1","S","no.n","s.added","1106","FAGR","EcM",0.554612655,1.863796848,2.418409504,4.15,1.87,47.32797049,0.885033048,25.52873949,4.008159377,0.046552688,27.39864027,57.68214769,2.105292347,0.776235743,63.4035434,35.29680324,1.140160134,81.6807831535271,19.0114273959862,588.551197516242,1361.97384348676
