obs,id,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,CO2_r:MN,CO2_r:SLP,CO2_r:SD,CO2_r:OK,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,H2O_r:MN,H2O_r:SLP,H2O_r:SD,H2O_r:OK,H2O_s:MN,H2O_s:SLP,H2O_s:SD,H2O_s:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
56,BH1_C_34,1562787931,4888.1,20190710 15:45:31,15:45:31,1562787923,0.000289865,2.179169828,996.3271896,692.9749797,66.0519593,94.96643445,0.012818698,2.324418644,0.012779554,0.007990728,316.9679199,31.72055918,30.81004839,4.462747336,57.44007438,2.378366251,4.140604406,2.084381085,-12.78306478,-163.6464156,-15.67864819,124.8597913,0.018733723,-0.420116541,4.588035969,0,0,1,0,50056,2000.000968,1686.000812,0.842999998,0.187999862,9,0.5,0: Broadleaf,1562787923,996.3271935,1000.029032,24.9523,24.52836452,600.019,95.28352903,0.032984897,29.50415806,30.81004839,999.9,10006.41065,748.3854194,3.760409677,2000.000968,0.900001935,0.099998129,30.14246774,41744.62581,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,2.229263682,-0.59801198,0.078460265,-1,1000.007902,0.390961672,0.04412665,1,996.2710488,0.998885017,0.104766163,1,24.52908049,-0.013779094,0.0015299,1,24.95311463,-0.017213937,0.001745316,1,4,4,4-Apr,100,100,2.702,0.342,3,624.48,327.952,28.8413,29.0089,30.0001,28.9244,28.8907,41.2858,-30,-30,-999.9,1000,0,102.936,104.297
57,BH1_C_34,1562788000,4957.1,20190710 15:46:40,15:46:40,1562787992,0.000291782,2.648681415,1195.516124,828.4937448,78.96580223,113.9476193,0.012867747,2.32364613,0.01282829,0.008021216,316.9681409,31.72510263,30.82891935,4.467558119,57.40441413,2.37750551,4.141677162,2.090052609,-12.86756951,-165.3931221,-15.8530991,122.8543501,0.018724001,-0.419898515,4.586088715,0,0,1,0,49958,2000.000645,1686.0005,0.842999978,0.188000028,9,0.5,0: Broadleaf,1562787992,1195.516129,1200.012258,24.94432258,24.51758065,600.0183548,95.27974516,0.032745387,29.50865161,30.82891935,999.9,10001.61484,748.0045484,4.333313548,2000.000645,0.899999516,0.100000442,30.94085484,41744.59355,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,2.719335822,-1.028607874,0.131761612,-1,1199.999268,-0.023623693,0.05343746,1,1195.465366,0.959163763,0.098031791,1,24.51862195,-0.02145993,0.002152425,1,24.9455878,-0.026092683,0.002604236,1,4,4,4-Apr,100,100,2.702,0.342,3,624.571,328.286,28.8424,29.0064,30.0001,28.9219,28.8882,47.8327,-30,-30,-999.9,1200,0,102.936,104.296
58,BH1_C_34,1562788073,5030.1,20190710 15:47:53,15:47:53,1562788065,0.000296113,3.340427181,1494.357413,1040.518422,99.17445957,142.4310092,0.013134964,2.322999242,0.013093843,0.008187335,316.9678242,31.67861675,30.76984194,4.452512536,57.4770204,2.374242584,4.130768379,2.078269952,-13.0585839,-163.6769746,-15.6848347,124.547431,0.018715861,-0.419715983,4.584458333,0,0,1,0,50027,1999.99871,1685.999039,0.843000063,0.188000003,9,0.5,0: Broadleaf,1562788065,1494.357419,1500.031613,24.91007419,24.47698387,600.0206452,95.27980968,0.032735981,29.46290968,30.76984194,999.9,9997.260323,747.7556129,34.40265484,1999.99871,0.900000226,0.099999855,30.27554194,41744.56129,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,3.3998099,-0.742956679,0.106460123,-1,1500.018293,0.143414634,0.079966531,1,1494.296585,0.952682927,0.111871219,1,24.47922439,-0.042685714,0.004251874,1,24.91166585,-0.030376307,0.003031912,1,4,4,4-Apr,100,100,2.702,0.342,3,624.887,328.679,28.8291,28.999,30,28.9145,28.8808,57.1851,-30,-30,-999.9,1500,0,102.938,104.298
59,BH1_C_34,1562788148,5105.1,20190710 15:49:08,15:49:08,1562788140,0.000294726,4.624364512,1992.201927,1361.320853,129.7463991,189.8751685,0.013015928,2.323149235,0.01297555,0.008113336,316.9680421,31.71141007,30.79072258,4.457825278,57.27942827,2.370523923,4.138525811,2.087301355,-12.9974314,-162.2274215,-15.54903161,126.1941576,0.018717748,-0.419758304,4.58483635,0,0,1,0,50063,1999.999677,1685.99972,0.842999996,0.188000056,9,0.5,0: Broadleaf,1562788140,1992.201935,2000.019032,24.87193226,24.44084839,600.0139355,95.27692903,0.032269239,29.49544839,30.79072258,999.9,9998.570645,747.2369355,104.8527742,1999.999677,0.899999194,0.100000774,31,41744.54194,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,4.698128074,-0.733496189,0.113779323,-1,2000.02878,0.159512195,0.08826775,1,1992.156829,0.933867596,0.106689406,1,24.44150244,-0.010756098,0.001323242,1,24.87380732,-0.031749826,0.003357873,1,4,4,4-Apr,100,100,2.702,0.342,3,625.012,329.59,28.831,28.994,30.0002,28.9096,28.8759,71.6708,-30,-30,-999.9,2000,0,102.939,104.301
60,BH1_C_34,1562788231,5188.1,20190710 15:50:31,15:50:31,1562788223,0.00029842,5.710355213,2490.367086,1715.511428,163.5023483,237.3524653,0.013122309,2.323843754,0.013081282,0.008179476,316.9677036,31.74242407,30.82224516,4.465856148,57.14831187,2.369583514,4.146375347,2.096272634,-13.1603069,-162.1069902,-15.53779457,126.1626119,0.018726488,-0.419954285,4.586586832,0,0,1,0,49927,1999.998065,1685.998409,0.843000021,0.188000002,9,0.5,0: Broadleaf,1562788223,2490.367097,2500.047097,24.86231935,24.42583226,600.0182581,95.27567419,0.032550294,29.52831935,30.82224516,999.9,10003.37065,747.0582581,18.32713871,1999.998065,0.900000065,0.099999961,31,41744.52581,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,5.755375423,-0.72255941,0.101733836,-1,2500.023659,-0.168292683,0.122847439,1,2490.30561,0.956027875,0.109367333,1,24.42677317,-0.021206969,0.002191004,1,24.86305854,-0.017383275,0.001832894,1,4,4,4-Apr,100,100,2.702,0.342,3,625.231,330.566,28.8392,28.9928,30,28.9096,28.8759,84.8169,-30,-30,-999.9,2500,0,102.942,104.302
61,BH1_C_33,1562788448,5404.6,20190710 15:54:07,15:54:07,1562788440,0.000535827,2.243109384,396.3083831,239.8700241,22.86091918,37.77034646,0.024810446,2.321417642,0.02466407,0.015428123,316.9686947,31.55938047,30.5451,4.395678826,58.22188561,2.398973608,4.12039834,1.996705218,-23.62998358,-140.8927898,-13.4927229,138.9531985,0.018695968,-0.419269856,4.580472966,0,0,1,0,50068,2000.004194,1686.003525,0.842999995,0.188000019,9,0.5,0: Broadleaf,1562788440,396.3083871,399.9915806,25.17142258,24.3879129,599.9999677,95.27213548,0.033308639,29.41932903,30.5451,999.9,9987.438387,752.0957742,3.751154839,2000.004194,0.89999971,0.100000274,30.98387097,41744.6871,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,2.230396317,0.156438697,0.019855197,-1,399.9880488,0.084731707,0.013436302,1,396.3183171,-0.173121951,0.021144611,1,24.38787805,0.005514983,0.000979425,1,25.17369756,-0.051399303,0.005154609,1,4,4,4-Apr,100,100,2.702,0.342,3,620.302,326.595,28.823,29.0238,30.0001,28.9392,28.9057,19.7512,-30,-30,-999.9,400,0,102.926,104.289
62,BH1_C_33,1562788521,5478.1,20190710 15:55:21,15:55:21,1562788513,0.000545586,1.542335498,297.4227714,191.4268504,18.24407807,28.34609799,0.025425959,2.324673764,0.025272469,0.015809006,316.9685236,31.51524468,30.4994129,4.3842029,58.3747287,2.399957843,4.111295926,1.984245057,-24.06032531,-140.1686463,-13.39899721,139.3405548,0.018736934,-0.420188555,4.588679103,0,0,1,0,49943,2000.002903,1686.002565,0.843000059,0.188000025,9,0.5,0: Broadleaf,1562788513,297.4227742,299.9795806,25.18167097,24.38393226,600.0237419,95.27242258,0.033319674,29.38099677,30.4994129,999.9,10009.29258,753.0579032,3.187903548,2000.002903,0.899999903,0.100000161,30,41744.64516,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,1.487134663,0.672040361,0.077322835,-1,299.981561,-0.016405825,0.024333104,1,297.4733659,-0.989158112,0.098693602,1,24.38496829,-0.024798382,0.002621621,1,25.17971463,0.040598719,0.004063494,1,4,4,4-Apr,100,100,2.702,0.342,3,620.141,326.53,28.8047,29.0363,30.0002,28.9516,28.9202,15.7606,-30,-30,-999.9,300,0,102.923,104.286
63,BH1_C_33,1562788592,5549.1,20190710 15:56:32,15:56:32,1562788584,0.000618295,0.891192958,198.4696758,143.4621595,13.67224592,18.91457806,0.029170028,2.321266893,0.028967905,0.018122984,316.969285,31.43337888,30.44333871,4.370153575,58.78704136,2.408352772,4.096740908,1.961800803,-27.2668109,-140.6357743,-13.45554934,135.6111505,0.018694072,-0.419227345,4.580093163,0,0,1,0,50085,2000.008387,1686.007075,0.843000002,0.187999973,9,0.5,0: Broadleaf,1562788584,198.4696774,199.9905161,25.27071935,24.36672581,600.007871,95.26884194,0.033263958,29.31954839,30.44333871,999.9,9986.770968,754.1090968,3.907217097,2000.008387,0.900000387,0.099999629,30,41744.77097,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,0.822409311,0.847972636,0.100485556,-1,199.989,0.060397213,0.012536775,1,198.5196098,-0.94087108,0.094352706,1,24.36606341,0.017195122,0.001964161,1,25.2643,0.134061324,0.013258812,1,4,4,4-Apr,100,100,2.702,0.342,3,620.959,326.292,28.7763,29.0363,30,28.954,28.9202,11.5998,-30,-30,-999.9,200,0,102.924,104.286
64,BH1_C_33,1562788660,5617.1,20190710 15:57:40,15:57:40,1562788652,0.00072743,-0.065973103,99.97067754,99.66390032,9.497795276,9.527030608,0.034862216,2.322465852,0.034574081,0.02163449,316.9693036,31.36582863,30.4047871,4.360517283,59.34688127,2.42686892,4.089294784,1.933648363,-32.07965469,-139.826702,-13.3665942,131.6963527,0.018709151,-0.419565504,4.58311415,0,0,1,0,49896,2000.00871,1686.007256,0.842999957,0.187999964,9,0.5,0: Broadleaf,1562788652,99.97067742,99.9808,25.46603871,24.40270645,600.0142903,95.26512258,0.033127287,29.28803871,30.4047871,999.9,9995.216774,754.2991613,3.681088387,2000.00871,0.900000323,0.099999639,30,41744.74839,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,-0.143299899,0.946886127,0.112837346,-1,99.9765878,0.109620082,0.020197611,1,100.0250293,-0.976574285,0.100466437,1,24.40105366,0.032051078,0.003210357,1,25.45715854,0.176122075,0.017382217,1,4,4,4-Apr,100,100,2.702,0.342,3,620.861,326.091,28.7444,29.0338,30.0001,28.9578,28.9251,7.2917,-30,-30,-999.9,100,0,102.921,104.283
65,BH1_C_33,1562788723,5679.6,20190710 15:58:42,15:58:42,1562788715,0.000826634,-0.686061658,50.95761414,76.43121519,7.283640892,4.856091339,0.040111235,2.322110659,0.039730256,0.024865338,316.9687312,31.30958168,30.38849032,4.356449341,59.86182056,2.444442173,4.083474491,1.912007168,-36.4545522,-140.8528717,-13.46401817,126.1972891,0.018704683,-0.419465311,4.582219111,0,0,1,0,50058,2000.004839,1686.004051,0.842999986,0.187999982,9,0.5,0: Broadleaf,1562788715,50.9576129,49.99172581,25.65086452,24.44274516,600.0127097,95.26292903,0.033748826,29.26337419,30.38849032,999.9,9993.06,754.7412258,3.442369355,2000.004839,0.900000194,0.099999797,30,41744.67419,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,-0.768660473,0.94961955,0.115565518,-1,49.98201707,0.106226896,0.021032587,1,51.01221463,-0.970630862,0.100145975,1,24.4409,0.037347012,0.00374257,1,25.64196341,0.174310652,0.017216211,1,4,4,4-Apr,100,100,2.702,0.342,3,621.091,326.095,28.7233,29.0412,30.0001,28.9662,28.9325,5.13268,-30,-30,-999.9,50,0,102.918,104.28
66,BH1_C_33,1562788793,5749.6,20190710 15:59:52,15:59:52,1562788785,0.000932029,4.99726695,391.9709265,205.6060464,19.59382054,37.3539987,0.045717657,2.322868035,0.045223602,0.028308695,316.967936,31.2775809,30.3766129,4.353486626,60.22589454,2.459665975,4.084067151,1.89382065,-41.1024936,-139.0967053,-13.29119463,123.4775424,0.018714211,-0.419678965,4.584127668,0,0,1,0,50056,2000.000323,1686.000142,0.842999935,0.187999946,9,0.5,0: Broadleaf,1562788785,391.9709355,400.0146452,25.81029032,24.44836129,600.0136774,95.26376452,0.034116474,29.2658871,30.3766129,999.9,9998.062258,753.7824839,3.429956774,2000.000323,0.900000484,0.099999458,30,41744.5871,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,5.10493485,-1.302389651,0.170377402,-1,400.0198537,-0.125292119,0.026505923,1,391.9117317,0.958417998,0.110550733,1,24.44987561,-0.032365129,0.003243288,1,25.8054122,0.095078695,0.009400991,1,4,4,4-Apr,100,100,2.702,0.342,3,621.276,326.676,28.7131,29.0603,30.0001,28.9813,28.9472,19.7774,-30,-30,-999.9,400,0,102.917,104.277
67,BH1_C_33,1562788853,5810.2,20190710 16:00:53,16:00:53,1562788845,0.000985932,5.217871449,391.6141196,207.1540346,19.74105204,37.31945038,0.048292429,2.323177183,0.047741592,0.029887462,316.9687651,31.27884863,30.40807419,4.361338197,60.26152514,2.463804631,4.088520206,1.897533565,-43.47959086,-140.6921193,-13.44520584,119.351849,0.0187181,-0.419766189,4.584906787,0,0,1,0,49944,2000.004839,1686.004101,0.843000011,0.187999996,9,0.5,0: Broadleaf,1562788845,391.614129,400.0198065,25.85409677,24.41348387,600.0204839,95.26244516,0.034043168,29.28475806,30.40807419,999.9,10000.27871,754.3029032,3.608084516,2000.004839,0.900000097,0.099999919,30,41744.67097,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,5.203951882,0.244746508,0.032219128,-1,400.0212683,0.023066298,0.02370142,1,391.6264878,-0.375843197,0.040460232,1,24.4152439,-0.043105612,0.004307229,1,25.85443415,-0.009012256,0.000977456,1,4,4,4-Apr,100,100,2.702,0.342,3,621.419,326.612,28.7155,29.0786,30.0003,28.9961,28.962,19.7721,-30,-30,-999.9,400,0,102.912,104.273
68,BH1_C_33,1562788921,5878.2,20190710 16:02:01,16:02:01,1562788913,0.000984053,8.742196733,586.0195004,277.8234933,26.47499508,55.84431756,0.048059703,2.322966868,0.047514081,0.029744806,316.968894,31.25637789,30.40599677,4.36081937,60.19579263,2.457810582,4.083027193,1.903008788,-43.39674616,-143.3347853,-13.69727298,116.5400895,0.018715454,-0.419706849,4.584376744,0,0,1,0,50019,2000.005806,1686.004774,0.842999939,0.187999998,9,0.5,0: Broadleaf,1562788913,586.0195161,599.9974839,25.79179032,24.35381613,600.0145484,95.26033871,0.033960413,29.26147742,30.40599677,999.9,9999.086129,755.2485161,3.442590645,2000.005806,0.899999774,0.100000148,30,41744.7,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,8.848338021,-1.214460413,0.163719936,-1,600.0082683,-0.103714286,0.03112134,1,585.9600488,0.931358885,0.107124261,1,24.35713415,-0.069202787,0.006855107,1,25.7965439,-0.098721951,0.009779048,1,4,4,4-Apr,100,100,2.702,0.342,3,621.389,326.976,28.7114,29.0911,30.0001,29.006,28.9719,27.3469,-30,-30,-999.9,600,0,102.912,104.27
69,BH1_C_33,1562788991,5948.2,20190710 16:03:11,16:03:11,1562788983,0.000941249,11.72457091,781.3007208,349.7848343,33.33218881,74.45280809,0.045873299,2.323581054,0.045376045,0.028404255,316.9688588,31.21568669,30.36100323,4.349595602,60.02881009,2.443350023,4.070295613,1.906245579,-41.50907488,-144.5089928,-13.79905967,117.1517315,0.018723182,-0.419880151,4.585924691,0,0,1,0,49811,2000.005161,1686.0044,0.843000024,0.188000019,9,0.5,0: Broadleaf,1562788983,781.3007419,799.9901935,25.64028387,24.26464839,600.016129,95.25950645,0.03390121,29.2074129,30.36100323,999.9,10003.30226,755.8690323,2.655257742,2000.005161,0.899999839,0.100000184,30,41744.68065,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,11.81609613,-1.085237269,0.139691302,-1,800.0026829,-0.159261324,0.041764403,1,781.2487561,0.973756098,0.102255963,1,24.26821951,-0.070396516,0.006961364,1,25.64781707,-0.144108711,0.014254702,1,4,4,4-Apr,100,100,2.702,0.342,3,621.436,327.385,28.6911,29.0892,30,29.0085,28.9744,34.4877,-30,-30,-999.9,800,0,102.913,104.272
70,BH1_C_33,1562789068,6025.2,20190710 16:04:28,16:04:28,1562789060,0.000882919,14.20791352,977.3920067,416.8310868,39.72061417,93.13751304,0.042679769,2.322794092,0.042248844,0.026443882,316.9683228,31.22271458,30.35674194,4.348533918,59.69251122,2.427925597,4.067387261,1.92060832,-38.93673271,-145.4755961,-13.89492207,118.6610719,0.01871328,-0.419658104,4.583941324,0,0,1,0,50013,2000.002581,1686.002085,0.842999955,0.187999959,9,0.5,0: Broadleaf,1562789060,977.3920323,999.9976129,25.47883226,24.18823871,600.0192903,95.25786129,0.034009732,29.19504194,30.35674194,999.9,9998.184839,755.4001935,2.864437419,2000.002581,0.900000387,0.099999574,30,41744.63548,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,14.26792536,-0.729542565,0.08676626,-1,999.9972683,-0.052933798,0.031875539,1,977.3416829,0.986320557,0.101326913,1,24.1905561,-0.043455052,0.004337868,1,25.48443902,-0.113853659,0.01123344,1,4,4,4-Apr,100,100,2.702,0.342,3,621.429,327.887,28.669,29.0811,30,29.006,28.9719,41.2967,-30,-30,-999.9,1000,0,102.914,104.274
71,BH1_C_33,1562789141,6098.2,20190710 16:05:41,16:05:41,1562789133,0.000831772,16.19006238,1174.250616,490.4491221,46.73530434,111.8953169,0.039824276,2.323643162,0.039448946,0.024689018,316.9678571,31.27518528,30.38556129,4.355718557,59.32095643,2.417944277,4.076037244,1.937774279,-36.68113527,-144.5326566,-13.80429796,121.9497673,0.018723963,-0.419897677,4.586081233,0,0,1,0,50027,1999.999677,1685.999598,0.842999935,0.18799996,9,0.5,0: Broadleaf,1562789133,1174.250645,1200,25.37436452,24.15840323,600.0186774,95.25709032,0.033740545,29.2318129,30.38556129,999.9,10003.97355,754.446871,2.91969,1999.999677,0.90000029,0.099999645,30,41744.56452,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,16.2667865,-0.90837929,0.108647567,-1,1200.013659,-0.330731707,0.059786453,1,1174.198049,0.950383275,0.102700595,1,24.15892195,-0.013020209,0.001411194,1,25.37835854,-0.082423693,0.008143379,1,4,4,4-Apr,100,100,2.702,0.342,3,621.211,328.283,28.6712,29.0761,30,29.006,28.9719,47.8415,-30,-30,-999.9,1200,0,102.916,104.274
72,BH1_C_33,1562789220,6177.2,20190710 16:07:00,16:07:00,1562789212,0.000781743,18.71594091,1470.239644,622.9299479,59.35835699,140.0976304,0.037167423,2.322795498,0.036840163,0.023054264,316.9672526,31.31549989,30.40536452,4.360661477,59.05738037,2.41048312,4.08159506,1.950178357,-34.47488791,-144.0056861,-13.76194379,124.7247349,0.018713298,-0.419658501,4.583944868,0,0,1,0,49884,1999.995484,1685.996139,0.842999973,0.187999987,9,0.5,0: Broadleaf,1562789212,1470.239677,1500.037097,25.29655806,24.15362581,600.0104194,95.25528065,0.033695565,29.25540323,30.40536452,999.9,9998.465161,754.1375806,4.304530645,1999.995484,0.900000065,0.099999906,30,41744.4871,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,18.78336691,-0.740076378,0.091486618,-1,1500.043415,0.056655052,0.046570678,1,1470.187317,0.991567944,0.100874817,1,24.15405854,-0.009901045,0.001151452,1,25.29902927,-0.049452962,0.004945767,1,4,4,4-Apr,100,100,2.702,0.342,3,621.12,328.97,28.6809,29.0786,30,29.0085,28.9768,57.1892,-30,-30,-999.9,1500,0,102.917,104.274
73,BH1_C_33,1562789310,6267.2,20190710 16:08:30,16:08:30,1562789302,0.00073218,21.65055561,1965.388348,907.8001117,86.50110212,187.2749915,0.034588992,2.323614229,0.034305475,0.021466201,316.9675483,31.35571608,30.42057419,4.364461156,58.78874827,2.402983711,4.087489156,1.961477446,-32.28915463,-142.8316206,-13.64765049,128.1991226,0.018723599,-0.419889513,4.586008307,0,0,1,0,49930,1999.997419,1685.997894,0.843000035,0.187999967,9,0.5,0: Broadleaf,1562789302,1965.388387,2000.021613,25.21850968,24.14797097,600.0196774,95.25259355,0.033913919,29.28039032,30.42057419,999.9,10004.25129,753.9801935,4.487817419,1999.997419,0.900000613,0.099999448,30,41744.54194,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,21.73279584,-0.931392938,0.13023512,-1,2000.059268,-0.818466899,0.127382471,1,1965.33122,0.978397213,0.11840804,1,24.14854634,-0.011055052,0.001286344,1,25.22119268,-0.05393101,0.005360214,1,4,4,4-Apr,100,100,2.702,0.342,3,621.221,329.793,28.6963,29.0861,30.0001,29.016,28.9842,71.6634,-30,-30,-999.9,2000,0,102.917,104.274
74,BH1_C_63,1562789676,6633.2,20190710 16:14:36,16:14:36,1562789668,0.000263145,1.104347514,398.1950625,240.8629024,22.95172118,37.94383427,0.012115805,2.322310483,0.012080798,0.007553636,316.9678344,31.51969855,30.26692581,4.326209032,56.79294389,2.323024036,4.090339181,2.003184996,-11.60467415,-122.0033499,-11.65585243,171.7039579,0.018707197,-0.419521676,4.582722633,0,0,1,0,50046,1999.999677,1685.999722,0.842999997,0.187999933,9,0.5,0: Broadleaf,1562789668,398.1950645,400.0087419,24.37857742,23.9934871,600.006,95.25556774,0.033997197,29.29246129,30.26692581,999.9,9995.175161,754.9327097,2.977569677,1999.999677,0.900000935,0.099999094,30,41744.58065,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,1.069110505,0.442653573,0.051903617,-1,400.0046341,0.085609756,0.01428927,1,398.2183659,-0.499003484,0.050101729,1,23.99514634,-0.037756098,0.003748307,1,24.37731951,0.032657143,0.003256904,1,4,4,4-Apr,100,100,2.702,0.342,3,623.643,326.94,28.7309,29.0711,30.0001,28.9998,28.9652,19.7684,-30,-30,-999.9,400,0,102.917,104.279
75,BH1_C_63,1562789746,6703.2,20190710 16:15:46,16:15:46,1562789738,0.00031982,0.857047828,298.5567081,197.2454711,18.79549718,28.44943275,0.014832314,2.322764263,0.014779896,0.009242129,316.9682661,31.47961223,30.22970645,4.31698702,56.95856456,2.32690693,4.08526259,1.99008009,-14.10405859,-120.0595432,-11.46456883,171.3400956,0.018712905,-0.419649688,4.583866152,0,0,1,0,49909,2000.000645,1686.000565,0.843000011,0.188000095,9,0.5,0: Broadleaf,1562789738,298.5567097,299.9854516,24.41924516,23.95124839,600.0236774,95.25574516,0.034134381,29.27095484,30.22970645,999.9,9998.206452,754.577129,3.048256774,2000.000645,0.89999871,0.100001258,30,41744.57097,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,0.791797056,0.73066661,0.088683253,-1,299.9841463,-0.1017379,0.023040326,1,298.6077805,-0.975855097,0.09717686,1,23.95239512,-0.021967093,0.002267474,1,24.41671951,0.050996859,0.005055556,1,4,4,4-Apr,100,100,2.702,0.342,3,624.03,326.779,28.7207,29.0562,30,28.9862,28.9529,15.7769,-30,-30,-999.9,300,0,102.919,104.284
76,BH1_C_63,1562789817,6773.7,20190710 16:16:56,16:16:56,1562789809,0.000394826,0.528740658,199.0671926,147.5360376,14.05875778,18.96917858,0.018612096,2.323660938,0.01852967,0.011588419,316.9682805,31.36381745,30.13700645,4.294092738,57.44063129,2.334286959,4.06382539,1.95980578,-17.41181828,-119.9022207,-11.43470977,168.2195317,0.018724187,-0.419902694,4.586126037,0,0,1,0,50013,2000.001935,1686.00151,0.842999939,0.187999998,9,0.5,0: Broadleaf,1562789809,199.0671935,199.9781613,24.49657742,23.91887097,600.0253871,95.25622258,0.034107935,29.17988065,30.13700645,999.9,10004.18419,753.8605484,3.115789355,2000.001935,0.899999774,0.100000148,30,41744.60968,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,0.46304804,0.770183319,0.091377944,-1,199.9740976,0.035689936,0.016545289,1,199.1153902,-0.895037547,0.092338951,1,23.91998049,-0.019454806,0.002134527,1,24.49266829,0.082545757,0.008201024,1,4,4,4-Apr,100,100,2.702,0.342,3,624.172,326.691,28.6855,29.0304,30,28.9649,28.93,11.6133,-30,-30,-999.9,200,0,102.922,104.29
77,BH1_C_63,1562789885,6841.8,20190710 16:18:05,16:18:05,1562789877,0.00047885,-0.087665861,100.0437905,102.780241,9.793658099,9.532908946,0.022972065,2.321703508,0.022846535,0.014290305,316.9683405,31.26219279,30.04609032,4.271741866,57.93261625,2.343904367,4.045914924,1.927837499,-21.11728665,-117.9858811,-11.2521035,166.6130692,0.018699563,-0.419350475,4.581193214,0,0,1,0,50061,2000.000645,1686.00055,0.843000003,0.188000141,9,0.5,0: Broadleaf,1562789877,100.0437903,99.98415161,24.59827097,23.89767742,600.0112903,95.25315484,0.034207829,29.10346774,30.04609032,999.9,9991.349355,753.0895161,2.987222903,2000.000645,0.899998032,0.100001903,30,41744.55484,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,-0.169449892,0.931016982,0.113890027,-1,99.97646585,0.089146142,0.019023575,1,100.098939,-0.955087113,0.100629613,1,23.8979439,-0.004234815,0.000572137,1,24.59278537,0.111791527,0.011056034,1,4,4,4-Apr,100,100,2.702,0.342,3,624.329,326.582,28.6373,28.9986,29.9999,28.9395,28.9054,7.30451,-30,-30,-999.9,100,0,102.924,104.294
78,BH1_C_63,1562789948,6904.3,20190710 16:19:07,16:19:07,1562789940,0.000577125,-0.546296778,50.75005259,80.14546751,7.636584885,4.835670645,0.027836837,2.323430739,0.027652875,0.017299474,316.967618,31.23920142,30.05476129,4.273869159,58.15865076,2.354424046,4.048278314,1.919445112,-25.4512338,-117.894655,-11.23609056,162.3856387,0.01872129,-0.419837734,4.585545834,0,0,1,0,50057,1999.998065,1685.998443,0.843000037,0.187999947,9,0.5,0: Broadleaf,1562789940,50.75005161,49.97456452,24.70952903,23.86525806,600.0188387,95.25006452,0.033987374,29.11356774,30.05476129,999.9,10003.28323,752.7450645,2.969428065,1999.998065,0.900000903,0.099999171,30,41744.55161,1562780776,13:46:16,1,2.702,0.342,400,24,0.28,0.1,-0.619594531,0.881463051,0.111400227,-1,49.98048049,-0.056920749,0.012592201,1,50.80557317,-0.917365052,0.099488774,1,23.86723171,-0.03730364,0.003740773,1,24.70423171,0.105160954,0.010355803,1,4,4,4-Apr,100,100,2.702,0.342,3,624.625,326.394,28.61,28.9759,30.0001,28.9194,28.8859,5.14588,-30,-30,-999.9,50,0,102.926,104.298
